report,date,day,time,rssi_strongest,rssi,rsrq,usuario,ruta,sector,net_op_code,net_type,data_state,data_act,data_rx,data_tx,umts_neighbors,lte_neighbors,psc_pci,rssnr,lat,long,band,arfcn,fecha_hora,distancia_sep,tiempo_sep,cluster,rating,velocidad[m/s],angulo_dir,handover,dif_data_tx,dif_data_rx,rssi_ant,rsrq_ant,dif_potencia,dif_calidad
12955,2022-01-13,jueves,18:57:29,-103.0,-91.0,-11.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434759744.0,201378613.0,0.0,4.0,44.0,16.0,-0.22452346,-78.34577002,2100,2250.0,2022-01-13 18:57:29,15.42,1.0,182,4.65,15.42,13.34,0,13020.0,27369.0,-91.0,-11.0,0.0,0.0
12956,2022-01-13,jueves,18:57:30,-104.0,-96.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434766236.0,201381764.0,0.0,4.0,44.0,16.0,-0.22449783,-78.34561137,2100,2250.0,2022-01-13 18:57:30,17.87,1.0,669,5.28,17.87,9.18,0,3151.0,6492.0,-91.0,-11.0,-5.0,-2.0
12957,2022-01-13,jueves,18:57:31,-104.0,-96.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434770161.0,201385622.0,0.0,4.0,44.0,16.0,-0.22444275,-78.34528882,2100,2250.0,2022-01-13 18:57:31,36.38,1.0,128,5.28,36.38,9.69,0,3858.0,3925.0,-96.0,-13.0,0.0,0.0
12958,2022-01-13,jueves,18:57:32,-100.0,-90.0,-12.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434795836.0,201387550.0,0.0,4.0,44.0,16.0,-0.22440575,-78.34513315,2100,2250.0,2022-01-13 18:57:32,17.79,1.0,568,4.54,17.79,13.37,0,1928.0,25675.0,-96.0,-13.0,6.0,1.0
12959,2022-01-13,jueves,18:57:33,-100.0,-90.0,-12.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434799533.0,201388741.0,0.0,4.0,44.0,16.0,-0.22440575,-78.34513315,2100,2250.0,2022-01-13 18:57:33,0.0,1.0,568,4.54,0.0,0.0,0,1191.0,3697.0,-90.0,-12.0,0.0,0.0
12960,2022-01-13,jueves,18:57:34,-100.0,-90.0,-12.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434803551.0,201390267.0,0.0,4.0,44.0,14.0,-0.22437457,-78.34497669,2100,2250.0,2022-01-13 18:57:34,17.74,1.0,887,4.5,17.74,11.27,0,1526.0,4018.0,-90.0,-12.0,0.0,0.0
12961,2022-01-13,jueves,18:57:35,-91.0,-82.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434807224.0,201391632.0,0.0,4.0,44.0,14.0,-0.22434114,-78.34481901,2100,2250.0,2022-01-13 18:57:35,17.92,1.0,23,3.56,17.92,11.97,0,1365.0,3673.0,-90.0,-12.0,8.0,-1.0
12962,2022-01-13,jueves,18:57:36,-91.0,-82.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434811530.0,201393044.0,0.0,4.0,44.0,14.0,-0.22431369,-78.34466563,2100,2250.0,2022-01-13 18:57:36,17.33,1.0,23,3.56,17.33,10.15,0,1412.0,4306.0,-82.0,-13.0,0.0,0.0
12963,2022-01-13,jueves,18:57:37,-96.0,-88.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434815419.0,201394348.0,0.0,3.0,44.0,14.0,-0.22428225,-78.34451154,2100,2250.0,2022-01-13 18:57:37,17.49,1.0,730,4.32,17.49,11.53,0,1304.0,3889.0,-82.0,-13.0,-6.0,-2.0
12964,2022-01-13,jueves,18:57:38,-96.0,-88.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434819477.0,201395651.0,0.0,3.0,44.0,14.0,-0.22425007,-78.34435667,2100,2250.0,2022-01-13 18:57:38,17.59,1.0,592,4.32,17.59,11.74,0,1303.0,4058.0,-88.0,-15.0,0.0,0.0
12965,2022-01-13,jueves,18:57:39,-100.0,-95.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434823561.0,201397138.0,0.0,4.0,44.0,14.0,-0.22421635,-78.34419928,2100,2250.0,2022-01-13 18:57:39,17.9,1.0,511,5.12,17.9,12.09,0,1487.0,4084.0,-88.0,-15.0,-7.0,2.0
12966,2022-01-13,jueves,18:57:40,-100.0,-95.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434827319.0,201398368.0,0.0,4.0,44.0,12.0,-0.22418585,-78.3440439,2100,2250.0,2022-01-13 18:57:40,17.61,1.0,169,5.09,17.61,11.11,0,1230.0,3758.0,-95.0,-13.0,0.0,0.0
12967,2022-01-13,jueves,18:57:41,-100.0,-95.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434841302.0,201402900.0,0.0,4.0,44.0,12.0,-0.22415155,-78.34388569,2100,2250.0,2022-01-13 18:57:41,18.0,1.0,749,5.09,18.0,12.23,0,4532.0,13983.0,-95.0,-13.0,0.0,0.0
12968,2022-01-13,jueves,18:57:42,-93.0,-83.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2434944670.0,201422464.0,0.0,2.0,44.0,12.0,-0.22412147,-78.34372508,2100,2250.0,2022-01-13 18:57:42,18.17,1.0,68,3.64,18.17,10.61,0,19564.0,103368.0,-95.0,-13.0,12.0,0.0
12969,2022-01-13,jueves,18:57:43,-93.0,-83.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435001191.0,201425668.0,0.0,2.0,44.0,7.0,-0.22409101,-78.3435677,2100,2250.0,2022-01-13 18:57:43,17.82,1.0,751,3.57,17.82,10.95,0,3204.0,56521.0,-83.0,-13.0,0.0,0.0
12970,2022-01-13,jueves,18:57:44,-90.0,-80.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435125701.0,201428141.0,0.0,1.0,44.0,7.0,-0.22405826,-78.34341249,2100,2250.0,2022-01-13 18:57:44,17.64,1.0,179,3.21,17.64,11.91,0,2473.0,124510.0,-83.0,-13.0,3.0,0.0
12971,2022-01-13,jueves,18:57:45,-90.0,-80.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435173917.0,201429839.0,0.0,1.0,44.0,7.0,-0.22402838,-78.34325812,2100,2250.0,2022-01-13 18:57:45,17.48,1.0,179,3.21,17.48,10.95,0,1698.0,48216.0,-80.0,-13.0,0.0,0.0
12972,2022-01-13,jueves,18:57:46,-90.0,-80.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435178221.0,201431216.0,0.0,1.0,44.0,5.0,-0.22396269,-78.34295414,2100,2250.0,2022-01-13 18:57:46,34.58,1.0,309,3.19,34.58,12.19,0,1377.0,4304.0,-80.0,-13.0,0.0,0.0
12973,2022-01-13,jueves,18:57:47,-93.0,-83.0,-12.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435181968.0,201432519.0,0.0,2.0,44.0,5.0,-0.22396269,-78.34295414,2100,2250.0,2022-01-13 18:57:47,0.0,1.0,309,3.53,0.0,0.0,0,1303.0,3747.0,-80.0,-13.0,-3.0,1.0
12974,2022-01-13,jueves,18:57:48,-93.0,-83.0,-12.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435185799.0,201433783.0,0.0,2.0,44.0,5.0,-0.22393048,-78.34279863,2100,2250.0,2022-01-13 18:57:48,17.66,1.0,121,3.53,17.66,11.7,0,1264.0,3831.0,-83.0,-12.0,0.0,0.0
12975,2022-01-13,jueves,18:57:49,-93.0,-83.0,-12.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435190105.0,201435256.0,0.0,2.0,44.0,0.0,-0.22387086,-78.34249221,2100,2250.0,2022-01-13 18:57:49,34.71,1.0,320,3.52,34.71,11.01,0,1473.0,4306.0,-83.0,-12.0,0.0,0.0
12976,2022-01-13,jueves,18:57:50,-99.0,-92.0,-14.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435193822.0,201436486.0,0.0,2.0,44.0,0.0,-0.22383489,-78.34233996,2100,2250.0,2022-01-13 18:57:50,17.4,1.0,671,4.65,17.4,13.29,0,1230.0,3717.0,-83.0,-12.0,-9.0,-2.0
12977,2022-01-13,jueves,18:57:51,-99.0,-92.0,-14.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435196878.0,201437750.0,0.0,2.0,44.0,0.0,-0.22383489,-78.34233996,2100,2250.0,2022-01-13 18:57:51,0.0,1.0,671,4.65,0.0,0.0,0,1264.0,3056.0,-92.0,-14.0,0.0,0.0
12978,2022-01-13,jueves,18:57:52,-99.0,-92.0,-14.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435201208.0,201439179.0,0.0,2.0,44.0,4.0,-0.22376022,-78.34204488,2100,2250.0,2022-01-13 18:57:52,33.85,1.0,30,4.66,33.85,14.2,0,1429.0,4330.0,-92.0,-14.0,0.0,0.0
12979,2022-01-13,jueves,18:57:53,-101.0,-96.0,-16.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435205055.0,201440559.0,0.0,4.0,44.0,4.0,-0.22372421,-78.34189809,2100,2250.0,2022-01-13 18:57:53,16.81,1.0,405,5.19,16.81,13.78,0,1380.0,3847.0,-92.0,-14.0,-4.0,-2.0
12980,2022-01-13,jueves,18:57:54,-101.0,-96.0,-16.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435208897.0,201441769.0,0.0,4.0,44.0,4.0,-0.22372421,-78.34189809,2100,2250.0,2022-01-13 18:57:54,0.0,1.0,405,5.19,0.0,0.0,0,1210.0,3842.0,-96.0,-16.0,0.0,0.0
12981,2022-01-13,jueves,18:57:55,-101.0,-96.0,-16.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435236176.0,201448738.0,0.0,4.0,44.0,3.0,-0.22367727,-78.3417566,2100,2250.0,2022-01-13 18:57:55,16.58,1.0,841,5.18,16.58,18.35,0,6969.0,27279.0,-96.0,-16.0,0.0,0.0
12982,2022-01-13,jueves,18:57:56,-104.0,-97.0,-16.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435265713.0,201460792.0,0.0,5.0,44.0,3.0,-0.22357974,-78.34148083,2100,2250.0,2022-01-13 18:57:56,32.53,1.0,619,5.3,32.53,19.48,0,12054.0,29537.0,-96.0,-16.0,-1.0,0.0
12983,2022-01-13,jueves,18:57:57,-104.0,-97.0,-16.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435275551.0,201465077.0,0.0,5.0,44.0,3.0,-0.22352,-78.34134377,2100,2250.0,2022-01-13 18:57:57,16.63,1.0,801,5.3,16.63,23.55,0,4285.0,9838.0,-97.0,-16.0,0.0,0.0
12984,2022-01-13,jueves,18:57:58,-100.0,-99.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435279154.0,201466457.0,0.0,6.0,44.0,-4.0,-0.22352,-78.34134377,2100,2250.0,2022-01-13 18:57:58,0.0,1.0,801,5.57,0.0,0.0,0,1380.0,3603.0,-97.0,-16.0,-2.0,-1.0
12985,2022-01-13,jueves,18:57:59,-100.0,-99.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435283226.0,201467761.0,0.0,6.0,44.0,-4.0,-0.223398,-78.34107975,2100,2250.0,2022-01-13 18:57:59,32.34,1.0,76,5.57,32.34,24.8,0,1304.0,4072.0,-99.0,-17.0,0.0,0.0
12986,2022-01-13,jueves,18:58:00,-98.0,-99.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435287266.0,201469099.0,0.0,2.0,44.0,-4.0,-0.22334008,-78.34095277,2100,2250.0,2022-01-13 18:58:00,15.52,1.0,631,5.57,15.52,24.52,0,1338.0,4040.0,-99.0,-17.0,0.0,0.0
12987,2022-01-13,jueves,18:58:01,-98.0,-99.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435296195.0,201473306.0,0.0,2.0,44.0,2.0,-0.22326513,-78.34082676,2100,2250.0,2022-01-13 18:58:01,16.3,1.0,631,5.56,16.3,30.74,0,4207.0,8929.0,-99.0,-17.0,0.0,0.0
12988,2022-01-13,jueves,18:58:02,-98.0,-99.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435300449.0,201474902.0,0.0,2.0,44.0,2.0,-0.22318188,-78.34070303,2100,2250.0,2022-01-13 18:58:02,16.58,1.0,820,5.56,16.58,33.93,0,1596.0,4254.0,-99.0,-17.0,0.0,0.0
12989,2022-01-13,jueves,18:58:03,-99.0,-96.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435302955.0,201476189.0,0.0,4.0,44.0,2.0,-0.22318188,-78.34070303,2100,2250.0,2022-01-13 18:58:03,0.0,1.0,820,5.2,0.0,0.0,0,1287.0,2506.0,-99.0,-17.0,3.0,0.0
12990,2022-01-13,jueves,18:58:04,-99.0,-96.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435306760.0,201477492.0,0.0,4.0,44.0,-2.0,-0.22300309,-78.34046503,2100,2250.0,2022-01-13 18:58:04,33.1,1.0,339,5.2,33.1,36.91,0,1303.0,3805.0,-96.0,-17.0,0.0,0.0
12991,2022-01-13,jueves,18:58:05,-96.0,-95.0,-16.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435310512.0,201478920.0,0.0,3.0,59.0,-2.0,-0.22300309,-78.34046503,2100,2250.0,2022-01-13 18:58:05,0.0,1.0,339,5.06,0.0,0.0,1,1428.0,3752.0,-96.0,-17.0,1.0,1.0
12992,2022-01-13,jueves,18:58:06,-96.0,-95.0,-16.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435321960.0,201481912.0,0.0,3.0,59.0,-2.0,-0.22290905,-78.34034551,2100,2250.0,2022-01-13 18:58:06,16.91,1.0,339,5.06,16.91,38.2,0,2992.0,11448.0,-95.0,-16.0,0.0,0.0
12993,2022-01-13,jueves,18:58:07,-96.0,-95.0,-16.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435325756.0,201483215.0,0.0,3.0,59.0,0.0,-0.22272106,-78.34012491,2100,2250.0,2022-01-13 18:58:07,32.23,1.0,1,5.05,32.23,40.44,0,1303.0,3796.0,-95.0,-16.0,0.0,0.0
12994,2022-01-13,jueves,18:58:08,-93.0,-97.0,-18.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435328926.0,201484445.0,0.0,3.0,59.0,0.0,-0.22272106,-78.34012491,2100,2250.0,2022-01-13 18:58:08,0.0,1.0,1,5.34,0.0,0.0,0,1230.0,3170.0,-95.0,-16.0,-2.0,-2.0
12995,2022-01-13,jueves,18:58:09,-93.0,-97.0,-18.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435332393.0,201486079.0,0.0,3.0,59.0,0.0,-0.2225178,-78.33991046,2100,2250.0,2022-01-13 18:58:09,32.85,1.0,976,5.34,32.85,43.47,0,1634.0,3467.0,-97.0,-18.0,0.0,0.0
12996,2022-01-13,jueves,18:58:10,-93.0,-97.0,-18.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435334880.0,201487383.0,0.0,3.0,59.0,4.0,-0.2225178,-78.33991046,2100,2250.0,2022-01-13 18:58:10,0.0,1.0,976,5.35,0.0,0.0,0,1304.0,2487.0,-97.0,-18.0,0.0,0.0
12997,2022-01-13,jueves,18:58:11,-95.0,-93.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435338756.0,201488745.0,0.0,3.0,59.0,4.0,-0.2222879,-78.3397129,2100,2250.0,2022-01-13 18:58:11,33.71,1.0,440,4.84,33.71,49.33,0,1362.0,3876.0,-97.0,-18.0,4.0,1.0
12998,2022-01-13,jueves,18:58:12,-95.0,-93.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435342522.0,201490080.0,0.0,3.0,59.0,4.0,-0.22217118,-78.33962062,2100,2250.0,2022-01-13 18:58:12,16.54,1.0,872,4.84,16.54,51.67,0,1335.0,3766.0,-93.0,-17.0,0.0,0.0
12999,2022-01-13,jueves,18:58:13,-92.0,-88.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435344442.0,201491533.0,0.0,2.0,312.0,0.0,-0.22204528,-78.33952709,2100,2250.0,2022-01-13 18:58:13,17.44,1.0,391,4.18,17.44,53.39,1,1453.0,1920.0,-93.0,-17.0,5.0,2.0
13000,2022-01-13,jueves,18:58:14,-92.0,-88.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435348534.0,201492763.0,0.0,2.0,312.0,0.0,-0.22191663,-78.3394411,2100,2250.0,2022-01-13 18:58:14,17.21,1.0,41,4.18,17.21,56.24,0,1230.0,4092.0,-88.0,-15.0,0.0,0.0
13001,2022-01-13,jueves,18:58:15,-95.0,-90.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435352349.0,201494100.0,0.0,3.0,312.0,0.0,-0.22191663,-78.3394411,2100,2250.0,2022-01-13 18:58:15,0.0,1.0,41,4.43,0.0,0.0,0,1337.0,3815.0,-88.0,-15.0,-2.0,0.0
13002,2022-01-13,jueves,18:58:16,-95.0,-90.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435356290.0,201495404.0,0.0,3.0,312.0,5.0,-0.22165891,-78.33925932,2100,2250.0,2022-01-13 18:58:16,35.07,1.0,603,4.44,35.07,54.8,0,1304.0,3941.0,-90.0,-15.0,0.0,0.0
13003,2022-01-13,jueves,18:58:17,-92.0,-93.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435360151.0,201496708.0,0.0,3.0,312.0,5.0,-0.22165891,-78.33925932,2100,2250.0,2022-01-13 18:58:17,0.0,1.0,603,4.85,0.0,0.0,0,1304.0,3861.0,-90.0,-15.0,-3.0,-2.0
13004,2022-01-13,jueves,18:58:18,-92.0,-93.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435364356.0,201498196.0,0.0,3.0,312.0,5.0,-0.22152747,-78.33917119,2100,2250.0,2022-01-13 18:58:18,17.6,1.0,812,4.85,17.6,56.16,0,1488.0,4205.0,-93.0,-17.0,0.0,0.0
13005,2022-01-13,jueves,18:58:19,-92.0,-93.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435368163.0,201499499.0,0.0,3.0,312.0,5.0,-0.22139687,-78.33908168,2100,2250.0,2022-01-13 18:58:19,17.61,1.0,812,4.85,17.61,55.57,0,1303.0,3807.0,-93.0,-17.0,0.0,0.0
13006,2022-01-13,jueves,18:58:20,-89.0,-82.0,-14.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435372191.0,201500803.0,0.0,3.0,59.0,5.0,-0.22112416,-78.33890548,2100,2250.0,2022-01-13 18:58:20,36.1,1.0,899,3.45,36.1,57.13,1,1304.0,4028.0,-93.0,-17.0,11.0,3.0
13007,2022-01-13,jueves,18:58:21,-89.0,-82.0,-14.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435376266.0,201502140.0,0.0,3.0,59.0,5.0,-0.22112416,-78.33890548,2100,2250.0,2022-01-13 18:58:21,0.0,1.0,899,3.45,0.0,0.0,0,1337.0,4075.0,-82.0,-14.0,0.0,0.0
13008,2022-01-13,jueves,18:58:22,-89.0,-82.0,-14.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435379509.0,201503316.0,0.0,3.0,59.0,-1.0,-0.22098292,-78.33881803,2100,2250.0,2022-01-13 18:58:22,18.47,1.0,641,3.43,18.47,58.24,0,1176.0,3243.0,-82.0,-14.0,0.0,0.0
13009,2022-01-13,jueves,18:58:23,-92.0,-89.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435383160.0,201504546.0,0.0,3.0,59.0,-1.0,-0.22084532,-78.3387288,2100,2250.0,2022-01-13 18:58:23,18.24,1.0,641,4.35,18.24,57.04,0,1230.0,3651.0,-82.0,-14.0,-7.0,-3.0
13010,2022-01-13,jueves,18:58:24,-92.0,-89.0,-17.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435385853.0,201506054.0,0.0,3.0,59.0,-1.0,-0.2205727,-78.33854939,2100,2250.0,2022-01-13 18:58:24,36.29,1.0,878,4.35,36.29,56.65,0,1508.0,2693.0,-89.0,-17.0,0.0,0.0
13011,2022-01-13,jueves,18:58:25,-88.0,-82.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435389716.0,201507284.0,0.0,3.0,59.0,2.0,-0.2205727,-78.33854939,2100,2250.0,2022-01-13 18:58:25,0.0,1.0,878,3.46,0.0,0.0,0,1230.0,3863.0,-89.0,-17.0,7.0,2.0
13012,2022-01-13,jueves,18:58:26,-88.0,-82.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435393739.0,201508661.0,0.0,3.0,59.0,2.0,-0.22043286,-78.33845812,2100,2250.0,2022-01-13 18:58:26,18.57,1.0,245,3.46,18.57,56.87,0,1377.0,4023.0,-82.0,-15.0,0.0,0.0
13013,2022-01-13,jueves,18:58:27,-88.0,-82.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435397545.0,201509998.0,0.0,3.0,59.0,2.0,-0.22015904,-78.33827902,2100,2250.0,2022-01-13 18:58:27,36.38,1.0,569,3.46,36.38,56.81,0,1337.0,3806.0,-82.0,-15.0,0.0,0.0
13014,2022-01-13,jueves,18:58:28,-92.0,-90.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435401914.0,201511302.0,0.0,3.0,59.0,2.0,-0.2200225,-78.33818617,2100,2250.0,2022-01-13 18:58:28,18.36,1.0,188,4.43,18.36,55.78,0,1304.0,4369.0,-82.0,-15.0,-8.0,0.0
13015,2022-01-13,jueves,18:58:29,-92.0,-90.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435405634.0,201512732.0,0.0,3.0,59.0,2.0,-0.21988664,-78.33809492,2100,2250.0,2022-01-13 18:58:29,18.2,1.0,188,4.43,18.2,56.11,0,1430.0,3720.0,-90.0,-15.0,0.0,0.0
13016,2022-01-13,jueves,18:58:30,-92.0,-90.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435409546.0,201514070.0,0.0,3.0,59.0,2.0,-0.21974644,-78.33800741,2100,2250.0,2022-01-13 18:58:30,18.38,1.0,459,4.43,18.38,58.03,0,1338.0,3912.0,-90.0,-15.0,0.0,0.0
13017,2022-01-13,jueves,18:58:31,-97.0,-90.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435413346.0,201515373.0,0.0,3.0,59.0,-3.0,-0.21960463,-78.33791786,2100,2250.0,2022-01-13 18:58:31,18.65,1.0,732,4.43,18.65,57.73,0,1303.0,3800.0,-90.0,-15.0,0.0,0.0
13018,2022-01-13,jueves,18:58:32,-97.0,-90.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435417148.0,201516676.0,0.0,3.0,59.0,-3.0,-0.21960463,-78.33791786,2100,2250.0,2022-01-13 18:58:32,0.0,1.0,732,4.43,0.0,0.0,0,1303.0,3802.0,-90.0,-15.0,0.0,0.0
13019,2022-01-13,jueves,18:58:33,-97.0,-90.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435421087.0,201517992.0,0.0,3.0,59.0,-3.0,-0.21934475,-78.33773034,2100,2250.0,2022-01-13 18:58:33,35.63,1.0,13,4.43,35.63,54.19,0,1316.0,3939.0,-90.0,-15.0,0.0,0.0
13020,2022-01-13,jueves,18:58:34,-95.0,-88.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435425108.0,201519517.0,0.0,4.0,59.0,4.0,-0.21921108,-78.33763541,2100,2250.0,2022-01-13 18:58:34,18.23,1.0,581,4.19,18.23,54.62,0,1525.0,4021.0,-90.0,-15.0,2.0,0.0
13021,2022-01-13,jueves,18:58:35,-95.0,-88.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435429497.0,201520973.0,0.0,4.0,59.0,4.0,-0.21921108,-78.33763541,2100,2250.0,2022-01-13 18:58:35,0.0,1.0,581,4.19,0.0,0.0,0,1456.0,4389.0,-88.0,-15.0,0.0,0.0
13022,2022-01-13,jueves,18:58:36,-95.0,-88.0,-15.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435433556.0,201522363.0,0.0,4.0,59.0,4.0,-0.21893018,-78.33745262,2100,2250.0,2022-01-13 18:58:36,37.27,1.0,168,4.19,37.27,56.95,0,1390.0,4059.0,-88.0,-15.0,0.0,0.0
13023,2022-01-13,jueves,18:58:37,-98.0,-90.0,-14.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435437333.0,201523593.0,0.0,3.0,59.0,-2.0,-0.21893018,-78.33745262,2100,2250.0,2022-01-13 18:58:37,0.0,1.0,168,4.41,0.0,0.0,0,1230.0,3777.0,-88.0,-15.0,-2.0,1.0
13024,2022-01-13,jueves,18:58:38,-98.0,-90.0,-14.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435441167.0,201524896.0,0.0,3.0,59.0,-2.0,-0.21865715,-78.33727014,2100,2250.0,2022-01-13 18:58:38,36.52,1.0,960,4.41,36.52,56.24,0,1303.0,3834.0,-90.0,-14.0,0.0,0.0
13025,2022-01-13,jueves,18:58:39,-98.0,-90.0,-14.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435444992.0,201526256.0,0.0,3.0,59.0,-2.0,-0.21865715,-78.33727014,2100,2250.0,2022-01-13 18:58:39,0.0,1.0,960,4.41,0.0,0.0,0,1360.0,3825.0,-90.0,-14.0,0.0,0.0
13026,2022-01-13,jueves,18:58:40,-93.0,-85.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435449039.0,201527633.0,0.0,4.0,59.0,1.0,-0.21837268,-78.33707759,2100,2250.0,2022-01-13 18:58:40,38.2,1.0,760,3.78,38.2,55.91,0,1377.0,4047.0,-90.0,-14.0,5.0,1.0
13027,2022-01-13,jueves,18:58:41,-93.0,-85.0,-13.0,R,RUTA 4,TABABELA,74001.0,LTE,CONNECTED,INOUT,2435452747.0,201528863.0,0.0,4.0,59.0,1.0,-0.21823217,-78.33698206,2100,2250.0,2022-01-13 18:58:41,18.89,1.0,474,3.78,18.89,55.79,0,1230.0,3708.0,-85.0,-13.0,0.0,0.0
